         725212601 function calls (725086874 primitive calls) in 1232.125 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     4499    0.006    0.000    0.009    0.000 identity.py:190(_fast_discard)
     5487    0.012    0.000    0.015    0.000 identity.py:39(_manage_incoming_state)
      989    0.001    0.000    0.001    0.000 identity.py:50(_dirty_states)
      994    0.002    0.000    0.002    0.000 identity.py:53(check_modified)
     5501    0.006    0.000    0.008    0.000 identity.py:72(__len__)
     5487    0.015    0.000    0.015    0.000 identity.py:94(__contains__)
    45964    0.163    0.000    0.248    0.000 inspection.py:38(inspect)
        3    0.000    0.000    0.000    0.000 instrumentation.py:102(_collection_impl_keys)
        3    0.000    0.000    0.000    0.000 instrumentation.py:107(_scalar_loader_impls)
       72    0.000    0.000    0.000    0.000 instrumentation.py:136(_attr_has_impl)
        9    0.000    0.000    0.000    0.000 instrumentation.py:175(_state_constructor)
       72    0.000    0.000    0.000    0.000 instrumentation.py:232(post_configure_attribute)
     2802    0.024    0.000    0.055    0.000 instrumentation.py:311(new_instance)
     5487    0.042    0.000    0.105    0.000 instrumentation.py:329(_new_state_if_none)
     6006    0.007    0.000    0.007    0.000 instrumentation.py:94(is_mapped)
        3    0.000    0.000    0.000    0.000 instrumentation.py:98(_all_key_set)
       72    0.000    0.000    0.007    0.000 interfaces.py:176(init)
     2000    0.007    0.000    0.008    0.000 interfaces.py:347(_query_clause_element)
        8    0.000    0.000    0.000    0.000 interfaces.py:362(adapter)
    23032    0.108    0.000    0.110    0.000 interfaces.py:466(_get_context_loader)
       72    0.001    0.000    0.006    0.000 interfaces.py:486(_get_strategy)
       72    0.000    0.000    0.006    0.000 interfaces.py:495(_get_strategy_by_cls)
    23032    0.106    0.000    0.307    0.000 interfaces.py:498(setup)
       72    0.000    0.000    0.006    0.000 interfaces.py:519(do_init)
       72    0.000    0.000    0.010    0.000 interfaces.py:523(post_instrument_class)
       72    0.001    0.000    0.001    0.000 interfaces.py:543(_strategy_lookup)
       72    0.000    0.000    0.000    0.000 interfaces.py:608(__init__)
        1    0.000    0.000    0.000    0.000 langhelpers.py:1003(asint)
       49    0.000    0.000    0.002    0.000 langhelpers.py:1024(constructor_copy)
      199    0.000    0.000    0.000    0.000 langhelpers.py:1032(<genexpr>)
     5005    0.032    0.000    0.048    0.000 langhelpers.py:1043(_next)
     5030    0.015    0.000    0.015    0.000 langhelpers.py:1235(set_creation_order)
        1    0.000    0.000    0.000    0.000 langhelpers.py:183(load)
   134/49    0.001    0.000    0.001    0.000 langhelpers.py:216(get_cls_kwargs)
       32    0.000    0.000    0.000    0.000 langhelpers.py:257(inspect_func_args)
        1    0.000    0.000    0.000    0.000 langhelpers.py:534(__init__)
        1    0.000    0.000    0.000    0.000 langhelpers.py:538(__call__)
        1    0.000    0.000    0.000    0.000 langhelpers.py:66(decode_slice)
36047/31934    0.167    0.000    1.950    0.000 langhelpers.py:744(__get__)
       17    0.000    0.000    0.000    0.000 langhelpers.py:750(_reset)
       17    0.000    0.000    0.000    0.000 langhelpers.py:753(reset)
        1    0.000    0.000    0.000    0.000 langhelpers.py:772(__get__)
        1    0.000    0.000    0.000    0.000 langhelpers.py:776(oneshot)
    16074    0.070    0.000    0.087    0.000 langhelpers.py:797(expire_instance)
       72    0.000    0.000    0.000    0.000 langhelpers.py:820(_fallback_getattr)
  308/118    0.001    0.000    0.003    0.000 langhelpers.py:823(__getattr__)
       46    0.000    0.000    0.001    0.000 langhelpers.py:833(oneshot)
     8994    0.005    0.000    0.005    0.000 langhelpers.py:835(<lambda>)
        3    0.000    0.000    0.000    0.000 langhelpers.py:946(module)
        5    0.000    0.000    0.000    0.000 langhelpers.py:962(__getattr__)
        1    0.000    0.000    0.000    0.000 loader.py:33(__init__)
     3004    0.109    0.000    0.460    0.000 loading.py:222(_setup_entity_query)
     2003    0.169    0.000    0.264    0.000 loading.py:267(_instance_processor)
    10302    0.195    0.000    1.149    0.000 loading.py:28(instances)
     2802    0.077    0.000    0.217    0.000 loading.py:358(_instance)
     2802    0.065    0.000    0.065    0.000 loading.py:476(_populate_full)
        1    0.000    0.000    0.000    0.000 log.py:54(_should_log_debug)
        1    0.000    0.000    0.000    0.000 log.py:57(_should_log_info)
        3    0.000    0.000    0.000    0.000 logging.py:27(getEffectiveLevel)
        3    0.000    0.000    0.000    0.000 logging.py:33(emit)
        3    0.000    0.000    0.000    0.000 mapper.py:1508(_prop_set)
       11    0.001    0.000    0.019    0.002 mapper.py:1695(_post_configure_properties)
       11    0.000    0.000    0.000    0.000 mapper.py:1738(_expire_memoizations)
       94    0.000    0.000    0.000    0.000 mapper.py:1742(_log_desc)
       94    0.001    0.000    0.001    0.000 mapper.py:1752(_log)
     5494    0.022    0.000    0.029    0.000 mapper.py:1774(_is_orphan)
        4    0.000    0.000    0.000    0.000 mapper.py:1815(iterate_properties)
        6    0.000    0.000    0.000    0.000 mapper.py:1879(_single_table_criterion)
     3003    0.006    0.000    0.025    0.000 mapper.py:1890(_with_polymorphic_mappers)
        6    0.000    0.000    0.000    0.000 mapper.py:1898(_with_polymorphic_selectable)
        7    0.000    0.000    0.000    0.000 mapper.py:1917(_insert_cols_as_none)
       14    0.000    0.000    0.000    0.000 mapper.py:1920(<genexpr>)
       17    0.000    0.000    0.000    0.000 mapper.py:1923(<genexpr>)
        7    0.000    0.000    0.000    0.000 mapper.py:1930(_propkey_to_col)
       14    0.000    0.000    0.000    0.000 mapper.py:1933(<genexpr>)
       30    0.000    0.000    0.000    0.000 mapper.py:1936(<genexpr>)
        7    0.000    0.000    0.000    0.000 mapper.py:1943(_pk_keys_by_table)
       14    0.000    0.000    0.000    0.000 mapper.py:1946(<genexpr>)
    11003    0.012    0.000    0.013    0.000 mapper.py:1965(selectable)
        4    0.000    0.000    0.000    0.000 mapper.py:1993(_polymorphic_properties)
       34    0.000    0.000    0.000    0.000 mapper.py:1998(_iterate_polymorphic_properties)
        7    0.000    0.000    0.000    0.000 mapper.py:2112(relationships)
        7    0.000    0.000    0.000    0.000 mapper.py:2138(_filter_properties)
        7    0.000    0.000    0.000    0.000 mapper.py:2142(<genexpr>)
        1    0.000    0.000    0.000    0.000 mapper.py:2158(_equivalent_columns)
    11024    0.007    0.000    0.007    0.000 mapper.py:2266(iterate_to_root)
       19    0.000    0.000    0.001    0.000 mapper.py:2272(self_and_descendants)
    10981    0.202    0.000    0.259    0.000 mapper.py:2364(_identity_key_from_state)
     5487    0.108    0.000    0.164    0.000 mapper.py:2522(cascade_iterator)
        7    0.000    0.000    0.000    0.000 mapper.py:2568(_compiled_cache)
        7    0.000    0.000    0.001    0.000 mapper.py:2572(_sorted_tables)
    16335    0.030    0.000    0.034    0.000 mapper.py:2619(_memo)
        7    0.000    0.000    0.000    0.000 mapper.py:2626(_table_to_equated)
        1    0.000    0.000    0.019    0.019 mapper.py:2647(configure_mappers)
        9    0.000    0.000    0.000    0.000 mapper.py:2781(_event_on_first_init)
     5487    0.019    0.000    0.024    0.000 mapper.py:2795(_event_on_init)
    34018    0.011    0.000    0.011    0.000 mapper.py:642(mapper)
        4    0.000    0.000    0.000    0.000 mapper.py:887(_path_registry)
     1000    0.134    0.000    0.291    0.000 mdm_match.py:152(get_applicable_rules)
  1232639    7.814    0.000 1175.791    0.001 mdm_match.py:18(attributeMatches)
     1000    2.817    0.003 1214.363    1.214 mdm_match.py:192(match_to_mastered_providers)
     1000    0.106    0.000   12.067    0.012 mdm_match.py:308(get_mp_object)
  1031589   14.585    0.000 1201.152    0.001 mdm_match.py:31(matches_mastered_provider)
        1    0.042    0.042   17.325   17.325 mdm_match.py:320(get_mp_objects)
        2    0.000    0.000    0.000    0.000 mdm_match.py:352(get_mmp_objects)
        1    0.001    0.001    0.002    0.002 mdm_match.py:358(check_rules)
        1    0.016    0.016 1232.185 1232.185 mdm_match.py:404(match_all)
        1    0.000    0.000    0.081    0.081 mdm_rules.py:6(load_rules)
        7    0.000    0.000    0.000    0.000 mysqldb.py:53(rowcount)
       38    0.000    0.000    0.000    0.000 mysqldb.py:72(_escape_identifier)
       42    0.000    0.000    0.023    0.001 mysqldb.py:94(do_executemany)
      174    0.000    0.000    0.000    0.000 nodes.py:27(__init__)
       44    0.000    0.000    0.000    0.000 nodes.py:36(__init__)
28060/7028    0.086    0.000    1.196    0.000 operators.py:294(__eq__)
    13005    0.054    0.000    0.144    0.000 operators.py:887(is_precedent)
      218    0.000    0.000    0.000    0.000 parser.py:107(peek_event)
      266    0.000    0.000    0.000    0.000 parser.py:114(get_event)
        1    0.000    0.000    0.000    0.000 parser.py:127(parse_stream_start)
        1    0.000    0.000    0.000    0.000 parser.py:139(parse_implicit_document_start)
        2    0.000    0.000    0.000    0.000 parser.py:159(parse_document_start)
        1    0.000    0.000    0.000    0.000 parser.py:190(parse_document_end)
        1    0.000    0.000    0.000    0.000 parser.py:208(parse_document_content)
        1    0.000    0.000    0.000    0.000 parser.py:217(process_directives)
       36    0.000    0.000    0.004    0.000 parser.py:264(parse_block_node)
      182    0.000    0.000    0.014    0.000 parser.py:270(parse_block_node_or_indentless_sequence)
      218    0.003    0.000    0.017    0.000 parser.py:273(parse_node)
        8    0.000    0.000    0.003    0.000 parser.py:376(parse_block_sequence_first_entry)
       43    0.000    0.000    0.013    0.000 parser.py:381(parse_block_sequence_entry)
       36    0.000    0.000    0.004    0.000 parser.py:422(parse_block_mapping_first_key)
      127    0.001    0.000    0.025    0.000 parser.py:427(parse_block_mapping_key)
       91    0.001    0.000    0.025    0.000 parser.py:446(parse_block_mapping_value)
        1    0.000    0.000    0.000    0.000 parser.py:81(__init__)
        1    0.000    0.000    0.000    0.000 parser.py:89(dispose)
      688    0.002    0.000    0.067    0.000 parser.py:94(check_event)
        4    0.000    0.000    0.000    0.000 path_registry.py:125(per_mapper)
       60    0.000    0.000    0.000    0.000 path_registry.py:135(token)
       30    0.000    0.000    0.000    0.000 path_registry.py:162(__getitem__)
       60    0.000    0.000    0.000    0.000 path_registry.py:169(__init__)
       30    0.000    0.000    0.000    0.000 path_registry.py:190(__init__)
       30    0.000    0.000    0.000    0.000 path_registry.py:219(_wildcard_path_loader_key)
       30    0.000    0.000    0.000    0.000 path_registry.py:233(_default_path_loader_key)
       30    0.000    0.000    0.000    0.000 path_registry.py:242(_loader_key)
        4    0.000    0.000    0.000    0.000 path_registry.py:267(__init__)
       30    0.000    0.000    0.000    0.000 path_registry.py:283(__getitem__)
       30    0.000    0.000    0.000    0.000 path_registry.py:289(__missing__)
     3004    0.018    0.000    0.044    0.000 path_registry.py:62(set)
     2003    0.006    0.000    0.006    0.000 path_registry.py:70(get)
    10890    0.058    0.000    0.070    0.000 persistence.py:1012(_cached_connection_dict)
     5445    0.029    0.000    0.262    0.000 persistence.py:1015(<lambda>)
    10890    0.152    0.000    0.475    0.000 persistence.py:1020(_sort_states)
    10897    0.009    0.000    0.009    0.000 persistence.py:1022(<genexpr>)
        7    0.000    0.000    0.000    0.000 persistence.py:1025(<lambda>)
     5445    0.247    0.000    7.272    0.001 persistence.py:124(save_obj)
    10932    0.010    0.000    0.010    0.000 persistence.py:180(<genexpr>)
     5452    0.002    0.000    0.002    0.000 persistence.py:184(<genexpr>)
     5445    0.108    0.000    0.527    0.000 persistence.py:223(delete_obj)
    10939    0.102    0.000    0.864    0.000 persistence.py:256(_organize_states_for_save)
     5445    0.011    0.000    0.309    0.000 persistence.py:336(_organize_states_for_delete)
    10932    0.147    0.000    0.204    0.000 persistence.py:362(_collect_insert_commands)
     5452    0.006    0.000    0.007    0.000 persistence.py:416(_collect_update_commands)
     5445    0.004    0.000    0.004    0.000 persistence.py:548(_collect_delete_commands)
     5445    0.050    0.000    0.078    0.000 persistence.py:577(_emit_update_statements)
        7    0.000    0.000    0.002    0.000 persistence.py:586(update_stmt)
        7    0.000    0.000    0.000    0.000 persistence.py:612(<lambda>)
     5445    0.201    0.000    5.885    0.001 persistence.py:700(_emit_insert_statements)
     5487    0.018    0.000    0.018    0.000 persistence.py:711(<lambda>)
     5445    0.036    0.000    0.051    0.000 persistence.py:815(_emit_delete_statements)
        7    0.000    0.000    0.001    0.000 persistence.py:823(delete_stmt)
     5445    0.081    0.000    0.112    0.000 persistence.py:898(_finalize_insert_update_commands)
     5494    0.033    0.000    0.033    0.000 persistence.py:939(_postfetch)
    16384    0.108    0.000    0.884    0.000 persistence.py:985(_connections_for_states)
        1    0.000    0.000    0.000    0.000 pool.py:1019(_do_return_conn)
        1    0.000    0.000    0.000    0.000 pool.py:1028(_do_get)
        1    0.000    0.000    0.000    0.000 pool.py:367(connect)
        1    0.000    0.000    0.000    0.000 pool.py:388(_return_conn)
        1    0.000    0.000    0.000    0.000 pool.py:478(checkout)
        1    0.000    0.000    0.000    0.000 pool.py:501(checkin)
        1    0.000    0.000    0.000    0.000 pool.py:559(get_connection)
        1    0.000    0.000    0.000    0.000 pool.py:610(_finalize_fairy)
        1    0.000    0.000    0.000    0.000 pool.py:672(__init__)
        1    0.000    0.000    0.000    0.000 pool.py:705(_checkout)
        1    0.000    0.000    0.000    0.000 pool.py:745(_checkin)
        1    0.000    0.000    0.000    0.000 pool.py:753(_reset)
    10456    0.047    0.000    0.368    0.000 pool.py:834(cursor)
        2    0.000    0.000    0.000    0.000 pool.py:843(__getattr__)
        1    0.000    0.000    0.000    0.000 pool.py:868(close)
        3    0.000    0.000    0.000    0.000 posixpath.py:110(basename)
        3    0.000    0.000    0.000    0.000 posixpath.py:43(normcase)
        3    0.000    0.000    0.000    0.000 posixpath.py:95(splitext)
        1    0.000    0.000    0.032    0.032 pprint.py:113(pprint)
    126/1    0.002    0.000    0.032    0.032 pprint.py:129(_format)
      216    0.001    0.000    0.026    0.000 pprint.py:228(_repr)
      216    0.000    0.000    0.025    0.000 pprint.py:237(format)
  959/216    0.016    0.000    0.025    0.000 pprint.py:247(_safe_repr)
        1    0.000    0.000    0.032    0.032 pprint.py:52(pprint)
      161    0.001    0.000    0.003    0.000 pprint.py:74(_sorted)
        1    0.000    0.000    0.000    0.000 pprint.py:82(__init__)
       46    0.000    0.000    0.000    0.000 processors.py:134(to_unicode_processor_factory)
       72    0.000    0.000    0.007    0.000 properties.py:185(do_init)
        8    0.000    0.000    0.001    0.000 properties.py:244(_memoized_method___clause_element__)
     7002    0.026    0.000    1.117    0.000 properties.py:266(operate)
     1000    0.014    0.000    0.088    0.000 query.py:1062(add_columns)
     6003    0.023    0.000    1.457    0.000 query.py:107(__init__)
     6004    0.079    0.000    1.434    0.000 query.py:112(_set_entities)
     7004    0.084    0.000    0.261    0.000 query.py:122(_set_entity_selectables)
     5002    0.054    0.000    0.084    0.000 query.py:1273(filter)
     5002    0.104    0.000    1.912    0.000 query.py:1309(filter_by)
        1    0.000    0.000    0.000    0.000 query.py:158(_set_select_from)
        1    0.001    0.001    0.088    0.088 query.py:2261(__getitem__)
     9003    0.020    0.000    0.025    0.000 query.py:228(_adapt_clause)
        1    0.000    0.000    0.000    0.000 query.py:2287(slice)
     3002    0.108    0.000    8.161    0.003 query.py:2392(all)
     2001    0.057    0.000    3.788    0.002 query.py:2450(one)
     1001    0.005    0.000    2.176    0.002 query.py:2483(scalar)
     5004    0.046    0.000   10.704    0.002 query.py:2510(__iter__)
     5004    0.024    0.000    0.142    0.000 query.py:2517(_connection_from_session)
     5004    0.084    0.000    8.936    0.002 query.py:2524(_execute_and_instances)
     6005    0.036    0.000    0.036    0.000 query.py:2637(_select_args)
     1000    0.029    0.000    1.824    0.002 query.py:2656(exists)
        5    0.000    0.000    0.004    0.001 query.py:268(replace)
        1    0.000    0.000    0.017    0.017 query.py:2696(count)
    12006    0.009    0.000    0.009    0.000 query.py:286(_entity_zero)
    12007    0.025    0.000    0.034    0.000 query.py:289(_mapper_zero)
        2    0.000    0.000    0.000    0.000 query.py:294(_mapper_entities)
     6005    0.143    0.000    2.134    0.000 query.py:2952(_compile_context)
     7002    0.028    0.000    0.051    0.000 query.py:300(_joinpoint_zero)
     5004    0.026    0.000    0.063    0.000 query.py:306(_bind_mapper)
     6005    0.143    0.000    1.060    0.000 query.py:3070(_simple_statement)
     6004    0.059    0.000    0.068    0.000 query.py:3106(_adjust_for_single_inheritance)
     7004    0.040    0.000    0.174    0.000 query.py:3158(__new__)
     3003    0.012    0.000    0.015    0.000 query.py:3179(__init__)
     3003    0.036    0.000    0.076    0.000 query.py:3189(setup_entity)
        1    0.000    0.000    0.000    0.000 query.py:3258(adapt_to_selectable)
     5007    0.011    0.000    0.011    0.000 query.py:3261(_get_entity_clauses)
     2003    0.074    0.000    0.343    0.000 query.py:3281(row_processor)
     3004    0.037    0.000    0.503    0.000 query.py:3316(setup_context)
        1    0.000    0.000    0.000    0.000 query.py:340(__all_equivs)
     4001    0.141    0.000    0.843    0.000 query.py:3538(__init__)
     3000    0.036    0.000    0.054    0.000 query.py:3657(setup_entity)
     3001    0.020    0.000    0.045    0.000 query.py:3676(row_processor)
     4001    0.038    0.000    0.053    0.000 query.py:3688(setup_context)
     6005    0.121    0.000    0.127    0.000 query.py:3710(__init__)
     6005    0.004    0.000    0.004    0.000 query.py:3741(<genexpr>)
     5003    0.010    0.000    0.010    0.000 query.py:381(_no_statement_condition)
     5002    0.008    0.000    0.008    0.000 query.py:389(_no_limit_offset)
     7006    0.023    0.000    0.040    0.000 query.py:416(_clone)
     1001    0.011    0.000    1.516    0.002 query.py:422(statement)
        1    0.000    0.000    0.000    0.000 query.py:572(enable_eagerloads)
     1001    0.001    0.000    0.001    0.000 query.py:598(with_labels)
        1    0.000    0.000    0.004    0.004 query.py:970(from_self)
        1    0.000    0.000    0.000    0.000 query.py:991(_from_selectable)
        1    0.000    0.000    0.000    0.000 queue.py:130(get)
        1    0.000    0.000    0.000    0.000 queue.py:186(_empty)
        1    0.000    0.000    0.000    0.000 queue.py:190(_full)
        1    0.000    0.000    0.000    0.000 queue.py:194(_put)
        1    0.000    0.000    0.000    0.000 queue.py:198(_get)
        1    0.000    0.000    0.000    0.000 queue.py:87(put)
      767    0.003    0.000    0.005    0.000 reader.py:114(get_mark)
        1    0.000    0.000    0.000    0.000 reader.py:122(determine_encoding)
        3    0.000    0.000    0.000    0.000 reader.py:138(check_printable)
        5    0.000    0.000    0.000    0.000 reader.py:146(update)
        4    0.000    0.000    0.000    0.000 reader.py:177(update_raw)
        1    0.000    0.000    0.000    0.000 reader.py:59(__init__)
     5252    0.004    0.000    0.004    0.000 reader.py:87(peek)
      580    0.001    0.000    0.001    0.000 reader.py:94(prefix)
     1265    0.006    0.000    0.006    0.000 reader.py:99(forward)
      218    0.000    0.000    0.000    0.000 resolver.py:111(ascend_resolver)
      218    0.001    0.000    0.002    0.000 resolver.py:140(resolve)
        1    0.000    0.000    0.000    0.000 resolver.py:21(__init__)
      218    0.000    0.000    0.000    0.000 resolver.py:88(descend_resolver)
     5004    0.317    0.000    0.539    0.000 result.py:189(__init__)
    21023    0.062    0.000    0.065    0.000 result.py:416(_getter)
    10456    0.102    0.000    0.715    0.000 result.py:485(__init__)
    21023    0.030    0.000    0.095    0.000 result.py:494(_getter)
    10456    0.066    0.000    0.612    0.000 result.py:500(_init_metadata)
        7    0.000    0.000    0.000    0.000 result.py:523(rowcount)
    10456    0.008    0.000    0.008    0.000 result.py:619(_cursor_description)
    10456    0.046    0.000    0.265    0.000 result.py:624(_soft_close)
     5004    0.020    0.000    0.049    0.000 result.py:898(_fetchall_impl)
     5004    0.025    0.000    0.025    0.000 result.py:915(process_rows)
     5004    0.023    0.000    0.214    0.000 result.py:931(fetchall)
     1753    0.005    0.000    0.052    0.000 scanner.py:113(check_token)
      264    0.000    0.000    0.002    0.000 scanner.py:125(peek_token)
      174    0.005    0.000    0.019    0.000 scanner.py:1276(scan_plain)
      482    0.001    0.000    0.004    0.000 scanner.py:132(get_token)
      194    0.002    0.000    0.006    0.000 scanner.py:1323(scan_plain_spaces)
     2801    0.006    0.000    0.013    0.000 scanner.py:142(need_more_tokens)
      403    0.001    0.000    0.002    0.000 scanner.py:1431(scan_line_break)
      302    0.002    0.000    0.035    0.000 scanner.py:153(fetch_more_tokens)
     2570    0.002    0.000    0.002    0.000 scanner.py:261(next_possible_simple_key)
     2872    0.004    0.000    0.005    0.000 scanner.py:276(stale_possible_simple_keys)
      174    0.001    0.000    0.002    0.000 scanner.py:292(save_possible_simple_key)
      128    0.000    0.000    0.000    0.000 scanner.py:313(remove_possible_simple_key)
      304    0.000    0.000    0.001    0.000 scanner.py:326(unwind_indent)
      126    0.000    0.000    0.000    0.000 scanner.py:350(add_indent)
        1    0.000    0.000    0.000    0.000 scanner.py:360(fetch_stream_start)
        1    0.000    0.000    0.000    0.000 scanner.py:372(fetch_stream_end)
       91    0.000    0.000    0.000    0.000 scanner.py:38(__init__)
        1    0.000    0.000    0.000    0.000 scanner.py:403(fetch_document_start)
        1    0.000    0.000    0.000    0.000 scanner.py:409(fetch_document_indicator)
        1    0.000    0.000    0.000    0.000 scanner.py:48(__init__)
       35    0.000    0.000    0.001    0.000 scanner.py:485(fetch_block_entry)
       91    0.001    0.000    0.004    0.000 scanner.py:546(fetch_value)
      174    0.001    0.000    0.021    0.000 scanner.py:669(fetch_plain)
       36    0.000    0.000    0.000    0.000 scanner.py:691(check_document_start)
       35    0.000    0.000    0.000    0.000 scanner.py:707(check_block_entry)
       91    0.000    0.000    0.000    0.000 scanner.py:722(check_value)
      174    0.000    0.000    0.000    0.000 scanner.py:732(check_plain)
      302    0.002    0.000    0.004    0.000 scanner.py:753(scan_to_next_token)
      111    0.001    0.000    0.001    0.000 schema.py:1189(__str__)
     5030    0.152    0.000    0.743    0.000 schema.py:1346(_make_proxy)
     6000    0.017    0.000    0.019    0.000 schema.py:1391(get_children)
     5410    0.050    0.000    0.050    0.000 schema.py:2496(__iter__)
    15235    0.027    0.000    0.027    0.000 schema.py:2501(<genexpr>)
       14    0.000    0.000    0.000    0.000 schema.py:519(foreign_key_constraints)
       14    0.000    0.000    0.000    0.000 schema.py:530(<genexpr>)
        7    0.000    0.000    0.001    0.000 schema.py:575(_autoincrement_column)
     5030    0.004    0.000    0.004    0.000 schema.py:67(_init_items)
     1000    0.007    0.000    0.026    0.000 schema.py:690(get_children)
     5030    0.199    0.000    0.343    0.000 schema.py:861(__init__)
        1    0.000    0.000    0.000    0.000 selectable.py:1088(__init__)
        1    0.000    0.000    0.000    0.000 selectable.py:1118(is_derived_from)
        1    0.000    0.000    0.003    0.003 selectable.py:1123(_populate_column_collection)
        1    0.000    0.000    0.000    0.000 selectable.py:1156(_from_objects)
     1000    0.001    0.000    0.001    0.000 selectable.py:1222(__init__)
     1000    0.001    0.000    0.001    0.000 selectable.py:1250(get_children)
     1000    0.009    0.000    0.020    0.000 selectable.py:1350(get_children)
        7    0.000    0.000    0.000    0.000 selectable.py:1371(insert)
        7    0.000    0.000    0.000    0.000 selectable.py:1386(update)
        7    0.000    0.000    0.000    0.000 selectable.py:1403(delete)
     8005    0.007    0.000    0.007    0.000 selectable.py:1418(_from_objects)
     1001    0.010    0.000    0.028    0.000 selectable.py:1658(_generate)
     6005    0.028    0.000    0.028    0.000 selectable.py:1695(__init__)
     5026    0.002    0.000    0.002    0.000 selectable.py:170(selectable)
     6005    0.295    0.000    0.806    0.000 selectable.py:2220(__init__)
    11010    0.014    0.000    0.081    0.000 selectable.py:2438(<genexpr>)
     7006    0.276    0.000    0.526    0.000 selectable.py:2479(_froms)
     6005    0.058    0.000    0.533    0.000 selectable.py:2506(_get_display_froms)
        1    0.000    0.000    0.000    0.000 selectable.py:2655(locate_all_froms)
        1    0.000    0.000    0.000    0.000 selectable.py:2689(is_derived_from)
     1000    0.025    0.000    0.312    0.000 selectable.py:2743(get_children)
     1000    0.008    0.000    0.095    0.000 selectable.py:2793(with_only_columns)
        1    0.000    0.000    0.000    0.000 selectable.py:2960(correlate)
     7006    0.082    0.000    0.332    0.000 selectable.py:3151(_columns_plus_names)
    28043    0.069    0.000    0.091    0.000 selectable.py:3156(name_for_col)
     2002    0.065    0.000    1.134    0.001 selectable.py:3179(_populate_column_collection)
     1000    0.004    0.000    0.006    0.000 selectable.py:3211(self_group)
     1000    0.010    0.000    0.032    0.000 selectable.py:3321(__init__)
     1001    0.013    0.000    1.072    0.001 selectable.py:3432(__init__)
     5026    0.045    0.000    0.067    0.000 selectable.py:35(_interpret_as_from)
        1    0.000    0.000    0.000    0.000 selectable.py:392(alias)
        2    0.000    0.000    0.000    0.000 selectable.py:406(is_derived_from)
        4    0.000    0.000    0.004    0.001 selectable.py:450(corresponding_column)
     2002    0.004    0.000    0.017    0.000 selectable.py:532(_reset_exported)
3005/2002    0.019    0.000    1.253    0.001 selectable.py:537(columns)
     2003    0.023    0.000    0.081    0.000 selectable.py:577(_init_collections)
        1    0.000    0.000    0.000    0.000 selectable.py:67(_offset_or_limit_clause)
        1    0.000    0.000    0.007    0.007 session.py:1031(close)
        1    0.000    0.000    0.007    0.007 session.py:1076(_close_impl)
        1    0.004    0.004    0.007    0.007 session.py:1082(expunge_all)
    15894    0.079    0.000    0.127    0.000 session.py:1142(get_bind)
     6003    0.041    0.000    1.498    0.000 session.py:1245(query)
     5004    0.006    0.000    0.006    0.000 session.py:1279(_autoflush)
      989    0.098    0.000    0.394    0.000 session.py:1491(_register_newly_persistent)
     6483    0.012    0.000    0.026    0.000 session.py:1533(<genexpr>)
      989    0.017    0.000    0.028    0.000 session.py:1542(_register_altered)
     5487    0.024    0.000    0.347    0.000 session.py:1559(add)
     5487    0.047    0.000    0.323    0.000 session.py:1588(_save_or_update_state)
      992    0.009    0.000    0.021    0.000 session.py:169(__init__)
     5487    0.036    0.000    0.102    0.000 session.py:1806(_save_impl)
     5487    0.010    0.000    0.112    0.000 session.py:1842(_save_or_update_impl)
    40643    0.060    0.000    0.060    0.000 session.py:190(_assert_active)
     5487    0.024    0.000    0.031    0.000 session.py:1914(_before_attach)
     5487    0.026    0.000    0.032    0.000 session.py:1935(_attach)
     5494    0.005    0.000    0.005    0.000 session.py:1967(_contains_state)
      992    0.031    0.000    8.998    0.009 session.py:1970(flush)
      994    0.004    0.000    0.007    0.000 session.py:2016(_is_clean)
      989    0.099    0.000    8.955    0.009 session.py:2021(_flush)
      993    0.001    0.000    0.001    0.000 session.py:225(_is_transaction_boundary)
    10890    0.075    0.000    0.269    0.000 session.py:229(connection)
      989    0.007    0.000    0.030    0.000 session.py:234(_begin)
        1    0.000    0.000    0.000    0.000 session.py:239(_iterate_parents)
      989    0.002    0.000    0.003    0.000 session.py:2506(_dirty_states)
      992    0.008    0.000    0.009    0.000 session.py:256(_take_snapshot)
        1    0.000    0.000    0.001    0.001 session.py:2646(__call__)
        1    0.013    0.013    0.110    0.110 session.py:297(_remove_snapshot)
26784/15894    0.080    0.000    0.115    0.000 session.py:312(_connection_for_bind)
  990/989    0.004    0.000    0.010    0.000 session.py:358(_prepare_impl)
  990/989    0.006    0.000    0.146    0.000 session.py:389(commit)
      991    0.006    0.000    0.009    0.000 session.py:456(close)
        1    0.000    0.000    0.001    0.001 session.py:512(__init__)
      992    0.005    0.000    0.036    0.000 session.py:694(begin)
        1    0.000    0.000    0.125    0.125 session.py:756(commit)
     5004    0.033    0.000    0.119    0.000 session.py:811(connection)
     5004    0.016    0.000    0.048    0.000 session.py:884(_connection_for_bind)
        1    0.000    0.000    0.000    0.000 sqltypes.py:1287(__init__)
        1    0.000    0.000    0.000    0.000 sqltypes.py:1339(result_processor)
       12    0.000    0.000    0.000    0.000 sqltypes.py:175(bind_processor)
    11953    0.032    0.000    0.054    0.000 sqltypes.py:194(process)
       23    0.000    0.000    0.000    0.000 sqltypes.py:207(result_processor)
        2    0.000    0.000    0.000    0.000 sqltypes.py:711(__init__)
